Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,CPU_speed,CPU_core,Resolution_X,Resolution_Y,Pixel_Count,SSD,HDD,GPU_brand,Company_match,avg_brand_spec_rating
hp,notebook,15.6,1366x768,AMD A6-Series A6-9220 2.5GHz,8,128GB SSD,amd radeon r4 graphics,windows 10,1.91,23757.552,2.5,amd_a6,1366.0,768.0,1049088.0,128.0,0.0,amd,hp,69.42537313432835
hp,notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,1TB HDD,nvidia geforce mx150,windows 10,2.9,56423.52,1.8,i7,1920.0,1080.0,2073600.0,0.0,1024.0,nvidia,hp,69.42537313432835
msi,gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,nvidia geforce gtx 1070,windows 10,4.14,133146.72,2.8,i7,1920.0,1080.0,2073600.0,512.0,1024.0,nvidia,msi,72.27118644067797
lenovo,2 in 1 convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,nvidia geforce gtx 1050m,windows 10,2.0,90522.72,2.8,i7,1920.0,1080.0,2073600.0,512.0,0.0,nvidia,lenovo,68.06611570247934
dell,notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,amd radeon 530,windows 10,2.8,60845.76,1.8,i7,1920.0,1080.0,2073600.0,128.0,1024.0,amd,dell,68.87931034482759
lenovo,notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256GB SSD,intel hd graphics 520,no os,2.2,23656.32,2.0,i3,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
hp,notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,intel hd graphics 620,windows 10,2.1,38468.16,1.6,i5,1920.0,1080.0,2073600.0,0.0,500.0,intel,hp,69.42537313432835
dell,notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,intel hd graphics 620,windows 10,2.18,35004.96,2.5,i5,1920.0,1080.0,2073600.0,0.0,1024.0,intel,dell,68.87931034482759
dell,notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,amd radeon r5 m430,windows 10,2.24,30103.2,2.5,i5,1920.0,1080.0,2073600.0,0.0,1024.0,amd,dell,68.87931034482759
dell,2 in 1 convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,intel uhd graphics 620,windows 10,2.67,42570.72,1.6,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,dell,68.87931034482759
asus,2 in 1 convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD +  512GB SSD,intel uhd graphics 620,windows 10,4.1,79866.72,1.8,i7,1920.0,1080.0,2073600.0,512.0,0.0,intel,asus,69.58407079646018
hp,notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,nvidia geforce 930mx,windows 10,2.5,54239.04,1.8,i7,1920.0,1080.0,2073600.0,0.0,1024.0,nvidia,hp,69.42537313432835
lenovo,notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,intel uhd graphics 620,windows 10,2.05,46886.4,1.8,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
apple,ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.9GHz,8,512GB SSD,intel iris graphics 550,macos,1.37,104370.192,2.9,i5,2560.0,1600.0,4096000.0,512.0,0.0,intel,apple,66.75
asus,gaming,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,amd radeon rx 580,windows 10,3.2,82530.72,3.0,other,1920.0,1080.0,2073600.0,256.0,1024.0,amd,asus,69.58407079646018
dell,notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,amd radeon 520,linux,2.14,39164.5296,1.8,i7,1920.0,1080.0,2073600.0,256.0,0.0,amd,dell,68.87931034482759
lenovo,2 in 1 convertible,14,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB SSD,intel hd graphics 520,windows 10,1.36,133146.72,2.6,i7,2560.0,1440.0,3686400.0,512.0,0.0,intel,lenovo,68.06611570247934
dell,notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,12,1TB HDD,intel hd graphics 620,windows 10,2.3,37992.3696,2.7,i7,1366.0,768.0,1049088.0,0.0,1024.0,intel,dell,68.87931034482759
dell,notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,amd radeon 530,linux,2.8,58554.72,1.8,i7,1920.0,1080.0,2073600.0,128.0,1024.0,amd,dell,68.87931034482759
acer,notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,nvidia geforce mx130,windows 10,2.2,39693.6,1.8,i7,1920.0,1080.0,2073600.0,0.0,1024.0,nvidia,acer,68.36734693877551
lenovo,notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4,1TB HDD,intel hd graphics 520,windows 10,2.8,26053.92,2.0,i3,1600.0,900.0,1440000.0,0.0,1024.0,intel,lenovo,68.06611570247934
lenovo,notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,2TB HDD,nvidia geforce mx150,no os,2.8,45234.72,1.8,i7,1920.0,1080.0,2073600.0,0.0,2048.0,nvidia,lenovo,68.06611570247934
lenovo,notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,128GB SSD +  1TB HDD,nvidia geforce 940mx,windows 10,2.8,45767.52,2.7,i7,1600.0,900.0,1440000.0,128.0,1024.0,nvidia,lenovo,68.06611570247934
dell,notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4,1TB HDD,amd radeon r5 m430,linux,2.25,22803.84,2.0,i3,1920.0,1080.0,2073600.0,0.0,1024.0,amd,dell,68.87931034482759
lenovo,gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,nvidia geforce gtx 1050,windows 10,2.5,44169.12,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,lenovo,68.06611570247934
lenovo,notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256GB SSD,intel hd graphics 620,windows 10,2.2,30849.12,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
acer,notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,nvidia geforce mx150,windows 10,3.0,50669.28,1.8,i7,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,acer,68.36734693877551
acer,notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,1TB HDD,intel hd graphics 620,windows 10,2.15,35111.52,2.7,i7,1920.0,1080.0,2073600.0,0.0,1024.0,intel,acer,68.36734693877551
lenovo,notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,intel hd graphics 630,windows 10,1.95,58448.16,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
asus,ultrabook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,nvidia geforce 940mx,windows 10,1.7,52054.56,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,asus,69.58407079646018
lenovo,gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,nvidia geforce gtx 1050 ti,windows 10,2.5,62817.12,2.8,i7,1920.0,1080.0,2073600.0,256.0,1024.0,nvidia,lenovo,68.06611570247934
lenovo,notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,nvidia geforce 940mx,no os,2.2,35112.0528,2.7,i7,1920.0,1080.0,2073600.0,0.0,1024.0,nvidia,lenovo,68.06611570247934
acer,notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2,16GB SSD,intel hd graphics,chrome os,2.19,10602.72,1.5,other,1366.0,768.0,1049088.0,16.0,0.0,intel,acer,68.36734693877551
asus,gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,nvidia geforce gtx 1050,windows 10,3.0,63243.36,2.8,i7,1920.0,1080.0,2073600.0,0.0,1024.0,nvidia,asus,69.58407079646018
hp,notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,1TB HDD,intel hd graphics 520,windows 10,2.54,26053.92,2.0,i3,1600.0,900.0,1440000.0,0.0,1024.0,intel,hp,69.42537313432835
dell,notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,nvidia geforce gtx 1050,windows 10,2.0,97449.12,2.8,i7,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,dell,68.87931034482759
lenovo,notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,intel uhd graphics 620,windows 10,2.05,39373.92,1.6,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
lenovo,gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,nvidia geforce gtx 1060,windows 10,3.2,69210.72,2.8,i7,1920.0,1080.0,2073600.0,0.0,1024.0,nvidia,lenovo,68.06611570247934
acer,notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,nvidia geforce gtx 1050 ti,linux,2.5,52161.12,2.8,i7,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,acer,68.36734693877551
dell,workstation,17.3,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16,256GB SSD,nvidia quadro m1200,windows 10,3.42,153705.3408,2.9,i7,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,dell,68.87931034482759
lenovo,notebook,15.6,Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,1TB HDD,amd radeon r5 430,windows 10,2.4,26586.72,2.4,amd_a10,1920.0,1080.0,2073600.0,0.0,1024.0,amd,lenovo,68.06611570247934
asus,ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,nvidia geforce 940mx,windows 10,1.63,78215.04,2.7,i7,1920.0,1080.0,2073600.0,512.0,0.0,nvidia,asus,69.58407079646018
asus,notebook,14,1366x768,Intel Core i3 7100U 2.4GHz,4,128GB SSD,intel hd graphics 620,windows 10,1.3,27119.52,2.4,i3,1366.0,768.0,1049088.0,128.0,0.0,intel,asus,69.58407079646018
asus,gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,nvidia geforce gtx 1070,windows 10,2.9,113060.16,2.8,i7,1920.0,1080.0,2073600.0,256.0,1024.0,nvidia,asus,69.58407079646018
lenovo,notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,1TB HDD,nvidia geforce gtx 940m,windows 10,5.8,34578.72,2.5,i5,1600.0,900.0,1440000.0,0.0,1024.0,nvidia,lenovo,68.06611570247934
lenovo,notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,2TB HDD,nvidia geforce 940mx,no os,2.2,29250.72,2.5,i5,1366.0,768.0,1049088.0,0.0,2048.0,nvidia,lenovo,68.06611570247934
asus,gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,nvidia geforce gtx 1050 ti,windows 10,2.5,67399.2,2.8,i7,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,asus,69.58407079646018
lenovo,notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,intel hd graphics 505,no os,2.2,19180.2672,1.1,other,1366.0,768.0,1049088.0,0.0,1024.0,intel,lenovo,68.06611570247934
hp,2 in 1 convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,intel hd graphics 620,windows 10,1.28,105228.0,2.8,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,hp,69.42537313432835
lenovo,notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,nvidia geforce 940mx,windows 10,2.3,43636.32,2.5,i5,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,lenovo,68.06611570247934
hp,notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,intel hd graphics 520,windows 10,1.86,24988.32,2.0,i3,1920.0,1080.0,2073600.0,0.0,1024.0,intel,hp,69.42537313432835
lenovo,notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.1,53226.72,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,lenovo,68.06611570247934
dell,ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,1TB SSD,intel uhd graphics 620,windows 10,1.21,133146.72,1.8,i7,3840.0,2160.0,8294400.0,1024.0,0.0,intel,dell,68.87931034482759
msi,gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,nvidia geforce gtx 1070,windows 10,2.8,111834.72,2.8,i7,1920.0,1080.0,2073600.0,256.0,1024.0,nvidia,msi,72.27118644067797
acer,notebook,15.6,Full HD 1920x1080,AMD A8-Series 7410 2.2GHz,8,256GB SSD,amd radeon r5,windows 10,2.23,24988.32,2.2,amd_a8,1920.0,1080.0,2073600.0,256.0,0.0,amd,acer,68.36734693877551
asus,2 in 1 convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,intel hd graphics 500,windows 10,1.1,14652.0,1.1,other,1366.0,768.0,1049088.0,0.0,0.0,intel,asus,69.58407079646018
dell,notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,amd radeon 530,windows 10,2.33,44968.32,1.6,i5,1920.0,1080.0,2073600.0,128.0,1024.0,amd,dell,68.87931034482759
hp,2 in 1 convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,1TB SSD,intel uhd graphics 620,windows 10,1.29,130482.72,1.8,i7,3840.0,2160.0,8294400.0,1024.0,0.0,intel,hp,69.42537313432835
lenovo,notebook,13.3,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,16GB Flash Storage,intel hd graphics 510,chrome os,1.45,24503.472,1.6,other,1366.0,768.0,1049088.0,0.0,0.0,intel,lenovo,68.06611570247934
hp,notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.95,52214.4,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,hp,69.42537313432835
acer,notebook,11.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,intel hd graphics 405,windows 10,1.4,25840.8,1.6,other,1366.0,768.0,1049088.0,0.0,0.0,intel,acer,68.36734693877551
hp,notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.48,68837.76,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,hp,69.42537313432835
lenovo,notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4,1TB HDD,nvidia geforce 920mx,windows 10,2.79,31381.92,2.5,i5,1600.0,900.0,1440000.0,0.0,1024.0,nvidia,lenovo,68.06611570247934
asus,notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,intel hd graphics 620,windows 10,2.0,58288.32,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,asus,69.58407079646018
hp,notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8,1TB HDD,intel uhd graphics 620,windows 10,2.1,48058.56,1.8,i7,1366.0,768.0,1049088.0,0.0,1024.0,intel,hp,69.42537313432835
acer,notebook,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,8,256GB SSD,amd radeon rx 540,windows 10,2.2,35111.52,2.7,amd_a12,1366.0,768.0,1049088.0,256.0,0.0,amd,acer,68.36734693877551
lenovo,notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,intel hd graphics 500,windows 10,1.44,15557.76,1.1,other,1366.0,768.0,1049088.0,0.0,0.0,intel,lenovo,68.06611570247934
acer,notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,6,1TB HDD,intel hd graphics 620,windows 10,8.23,29250.72,2.5,i5,1366.0,768.0,1049088.0,0.0,1024.0,intel,acer,68.36734693877551
asus,ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,nvidia geforce 940mx,windows 10,1.7,55938.672,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,asus,69.58407079646018
hp,ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.26,71128.8,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,hp,69.42537313432835
dell,notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD,nvidia geforce gtx 1050,windows 10,2.06,140605.92,2.8,i7,3840.0,2160.0,8294400.0,1024.0,0.0,nvidia,dell,68.87931034482759
msi,gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,nvidia geforce gtx 1050 ti,windows 10,2.7,63882.72,2.8,i7,1920.0,1080.0,2073600.0,256.0,1024.0,nvidia,msi,72.27118644067797
asus,notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,intel hd graphics 620,windows 10,2.0,71075.52,2.7,i7,1920.0,1080.0,2073600.0,256.0,1024.0,intel,asus,69.58407079646018
lenovo,notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,intel hd graphics 520,windows 10,1.85,23922.72,2.0,i3,1920.0,1080.0,2073600.0,0.0,1024.0,intel,lenovo,68.06611570247934
asus,gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,nvidia geforce gtx 1050,windows 10,2.5,53226.72,2.8,i7,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,asus,69.58407079646018
hp,notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.48,67559.04,2.6,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,hp,69.42537313432835
hp,notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.84,60952.32,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,hp,69.42537313432835
asus,notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,intel hd graphics 500,linux,2.0,14651.4672,1.1,other,1366.0,768.0,1049088.0,0.0,1024.0,intel,asus,69.58407079646018
dell,notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,nvidia geforce 940mx,windows 10,2.0,60885.72,1.6,i5,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,dell,68.87931034482759
dell,notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,intel hd graphics,linux,2.2,14646.672,1.6,other,1366.0,768.0,1049088.0,0.0,500.0,intel,dell,68.87931034482759
lenovo,notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,2TB HDD,amd radeon 530,windows 10,2.2,47898.72,3.6,amd_a12,1920.0,1080.0,2073600.0,0.0,2048.0,amd,lenovo,68.06611570247934
hp,notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1TB HDD,nvidia geforce 930mx,windows 10,2.1,38148.48,2.4,i3,1920.0,1080.0,2073600.0,0.0,1024.0,nvidia,hp,69.42537313432835
lenovo,2 in 1 convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512GB SSD,intel uhd graphics 620,windows 10,1.4,111834.72,1.8,i7,3840.0,2160.0,8294400.0,512.0,0.0,intel,lenovo,68.06611570247934
dell,ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,intel uhd graphics 620,windows 10,1.2,84129.12,1.8,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,dell,68.87931034482759
lenovo,gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,nvidia geforce gtx 1050 ti,windows 10,2.4,60153.12,2.8,i7,1920.0,1080.0,2073600.0,256.0,2048.0,nvidia,lenovo,68.06611570247934
hp,notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,intel hd graphics 400,windows 10,1.44,14865.12,1.6,other,1366.0,768.0,1049088.0,0.0,0.0,intel,hp,69.42537313432835
dell,ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16,512GB SSD +  256GB SSD,intel uhd graphics 620,windows 10,1.88,85672.1088,1.9,i7,1920.0,1080.0,2073600.0,512.0,0.0,intel,dell,68.87931034482759
asus,2 in 1 convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,intel hd graphics 500,windows 10,1.5,19980.0,1.1,other,1366.0,768.0,1049088.0,0.0,0.0,intel,asus,69.58407079646018
dell,ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,amd radeon 530,windows 10,0.0002,35324.64,1.6,i5,1920.0,1080.0,2073600.0,0.0,1024.0,amd,dell,68.87931034482759
hp,notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.84,69477.12,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,hp,69.42537313432835
msi,gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,nvidia geforce gtx 1060,windows 10,2.7,75071.52,2.8,i7,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,msi,72.27118644067797
hp,workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,nvidia quadro m1200,windows 10,2.6,92615.0256,2.8,i7,1920.0,1080.0,2073600.0,256.0,0.0,nvidia,hp,69.42537313432835
dell,notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2TB HDD,amd radeon 530,windows 10,2.02,51729.552,1.8,i7,1920.0,1080.0,2073600.0,128.0,2048.0,amd,dell,68.87931034482759
lenovo,notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,intel hd graphics 500,no os,2.2,17155.6272,1.1,other,1366.0,768.0,1049088.0,0.0,1024.0,intel,lenovo,68.06611570247934
dell,gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,nvidia geforce gtx 1050,windows 10,2.65,53226.72,2.5,i5,1920.0,1080.0,2073600.0,0.0,1024.0,nvidia,dell,68.87931034482759
dell,notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,2TB HDD,intel hd graphics 620,windows 10,2.36,29696.6736,2.5,i5,1366.0,768.0,1049088.0,0.0,2048.0,intel,dell,68.87931034482759
dell,notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.36,76030.56,2.6,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,dell,68.87931034482759
hp,notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,intel hd graphics 520,windows 10,1.86,23389.92,2.0,i3,1366.0,768.0,1049088.0,0.0,500.0,intel,hp,69.42537313432835
asus,notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,intel hd graphics 620,windows 10,2.0,50349.6,2.5,i5,1920.0,1080.0,2073600.0,256.0,0.0,intel,asus,69.58407079646018
lenovo,notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,128GB SSD +  1TB HDD,nvidia geforce gtx 940mx,windows 10,2.8,38308.32,2.5,i5,1600.0,900.0,1440000.0,128.0,1024.0,nvidia,lenovo,68.06611570247934
hp,notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,intel hd graphics 620,windows 10,1.86,34045.92,2.5,i5,1920.0,1080.0,2073600.0,0.0,1024.0,intel,hp,69.42537313432835
lenovo,notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,nvidia geforce 920mx,no os,2.2,26586.72,2.0,i3,1366.0,768.0,1049088.0,256.0,0.0,nvidia,lenovo,68.06611570247934
hp,notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,intel hd graphics 405,windows 10,2.04,20725.92,1.6,other,1366.0,768.0,1049088.0,0.0,2048.0,intel,hp,69.42537313432835
dell,notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,amd radeon 530,windows 10,2.8,57808.8,1.6,i5,1920.0,1080.0,2073600.0,128.0,1024.0,amd,dell,68.87931034482759
lenovo,gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,nvidia geforce gtx 1050,no os,2.4,43103.52,2.5,i5,1920.0,1080.0,2073600.0,128.0,1024.0,nvidia,lenovo,68.06611570247934
dell,notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,amd radeon r7 m445,windows 10,2.33,47898.72,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,amd,dell,68.87931034482759
hp,ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,intel hd graphics 620,windows 10,1.36,93240.0,2.7,i7,1920.0,1080.0,2073600.0,256.0,0.0,intel,hp,69.42537313432835
asus,2 in 1 convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512GB SSD +  2TB HDD,nvidia geforce gt 940mx,windows 10,2.26,58554.72,2.7,i7,1920.0,1080.0,2073600.0,512.0,2048.0,nvidia,asus,69.58407079646018
acer,notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,128GB SSD,amd radeon r5,windows 10,2.1,22697.28,3.0,amd_a9,1366.0,768.0,1049088.0,128.0,0.0,amd,acer,68.36734693877551
asus,gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,amd radeon rx 580,windows 10,3.25,117162.72,3.0,other,1920.0,1080.0,2073600.0,256.0,1024.0,amd,asus,69.58407079646018
