,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
474,Asus,Vivobook 16 2023 M1605YA-MB741WS Laptop,70990,65.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,16,1920,1200,Windows 11 OS,1
477,Lenovo,IdeaPad  82K2022TIN Gaming Laptop,55990,70.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1
478,Tecno,Megabook T1 Laptop,43999,66.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,LPDDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
479,Acer,Aspire 3 A315-24P NX.KDESI.004 Laptop,37990,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphiics,15.6,1920,1080,Windows 11 OS,1
480,HP,Victus 15-fb0106AX Gaming Laptop,64990,67.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
481,Lenovo,IdeaPad Slim 1 82VG009MIN Laptop,32990,,AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
483,Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,179490,81.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,1TB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
487,Infinix,Zero Book Series ZL12 Laptop,56990,60.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows OS,1
488,HP,Victus 16-d0310TX Gaming Laptop,56990,71.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,16.1,1920,1080,Windows 11 OS,1
489,Asus,VivoBook 15 X1500EA-EJ3381WS Laptop,34990,,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
491,HP,Pavilion Plus 14-eh0037TU Laptop,83249,70.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,2880,1800,Windows 11 OS,1
495,Dell,Vostro 3420 Laptop,57990,60.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14,1920,1080,Windows 11 OS,1
496,HP,Envy x360 13-bf0121TU  Laptop,85490,71.0,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,13.4,1920,1200,Windows 11 OS,1
497,Dell,Vostro 3520 Laptop,55890,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
498,Asus,Vivobook 15 X1502ZA-EJ381WS Laptop,40689,,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
499,Acer,Aspire 5 A515-57 2022 Laptop,48990,65.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphic,15.6,1920,1080,Windows 11 OS,1
500,HP,Pavilion 14-dv2014TU Laptop,66648,64.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,14,1920,1080,Windows 11 OS,1
501,Acer,Aspire 5 A515-57 NX.K2VSI.002 Laptop,36990,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
502,Gigabyte,G5 KE RC55KE Laptop,74990,73.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 3060,15.6,1920,1080,Windows 11 OS,2
504,Lenovo,Legion 5 Pro 82RF00E1IN Gaming Laptop,144990,,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 3070Ti,16,2560,1600,Windows 11 OS,1
505,Dell,Latitude 7420 Laptop,118499,,11th Gen Intel Core i7 1185G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 10 OS,3
506,Lenovo,V15 82KDA00XIH Laptop,35490,,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
507,Lenovo,IdeaPad Flex 5 82R90068IN Laptop,62889,74.0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon,14,1920,1200,Windows 11 OS,1
508,Lenovo,IdeaPad Gaming 3 82K201YAIN Laptop,63999,67.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1
509,Honor,MagicBook 14 WDQ9BHNE Laptop,41990,,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,14,1920,1080,Windows 11 OS,1
510,Asus,VivoBook 14 2022 X1402ZA-MW311WS Laptop,49990,62.0,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14,1920,1080,Windows 11 OS,1
511,Asus,VivoBook 14 2022 X1402ZA-EK521WS Laptop,54990,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14,1920,1080,Windows 11 OS,1
512,Lenovo,IdeaPad Gaming 3 82SA00B2IN Laptop,119990,75.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 3060,16,1920,1200,Windows 11 OS,1
513,MSI,Creator M16 A12UD-633IN Laptop,85990,78.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 Ti,16,2560,1660,Windows 11 OS,2
514,MSI,Creator Pro M16 A12UIS-634IN Gaming Laptop,85590,79.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX A1000,16,2560,1660,Windows 11 OS,2
515,Lenovo,V15 82KDA01EIH Laptop,31990,61.0,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
516,Asus,Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,55800,,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,1
517,Xiaomi,Notebook Pro 120G Laptop,72422,68.0,12th Gen Intel Core i5 12450H ,"Octa Core, 12 Threads",16GB,LPDDR5,512GB,SSD,Intel UHD Graphics,14,2560,1600,Windows 11 OS,1
518,Acer,Extensa 15 EX215-54 Laptop,31500,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
519,Asus,VivoBook 14 X415EA-EK322WS Notebook,37990,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Intel UHD,14,1920,1080,Windows 11 OS,1
520,Lenovo,IdeaPad Slim 3 82RK00EDIN Laptop,47000,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
521,HP,Victus 15-fb0050AX Gaming Laptop,63490,71.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
522,Lenovo,IdeaPad Slim 5 82SF008YIN Laptop,60990,66.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
523,Lenovo,IdeaPad Slim 3 82KU017EIN Laptop,39900,64.0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,15.6,1920,1080,Windows 11 OS,1
524,Asus,VivoBook 15 X1500EA-EJ322WS Laptop,33990,,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
525,HP,Pavilion 15s-fq5112TU Laptop,57580,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
526,Asus,ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,339990,85.0,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",32GB,DDR5,2TB,SSD,16GB NVIDIA GeForce RTX 3080 Ti,16,2560,1600,Windows 11 OS,1
527,HP,15s-fq2672TU Laptop,34999,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
528,HP,15s-fq5111TU Laptop,54990,61.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 11 OS,1
529,HP,15s-dr3506TU Laptop,35999,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
530,HP,15s-du3614TU Laptop,41710,65.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
531,Dell,Vostro 5625 laptop,50090,67.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,16,1920,1200,Windows 11 OS,1
532,HP,Pavilion 14s- fy1003AU Laptop,45890,,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
533,HP,15s-eq1559AU Laptop,29990,,3rd Gen AMD Athlon Silver 3050U,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1366,768,Windows 11 OS,1
534,HP,15s-FR2511TU Laptop,37672,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
535,Dell,G15-5525 Gaming Laptop,83523,77.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
536,Acer,Aspire 5 A515-57G Gaming Laptop,52128,66.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
537,Acer,Aspire 3 A315-59 Laptop,39990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics ,15.6,1920,1080,Windows 11 OS,1
538,Dell,Inspiron 3525 Laptop,54790,66.0,5th Gen AMD Ryzen 7  5825U,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
539,Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,147090,86.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5,2TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti,16,2560,1600,Windows 11 OS,1
540,HP,Pavilion 14-dv2041TU Laptop,67990,61.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,1
541,MSI,Thin GF63 11SC-853IN Gaming Laptop,49290,70.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA Geforce GTX1650 Max Q,15.6,1920,1080,Windows 10 OS,2
542,Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,51990,62.0,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11  OS,1
543,HP,Pavilion 14-dv2015TU Laptop,83149,64.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,1
544,HP,Pavilion 15s-FQ5009TU Laptop,54999,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 11 OS,1
545,Samsung,Galaxy Book2 15 Laptop,74990,65.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
546,Lenovo,IdeaPad Gaming 3 82K200X3IN Laptop,66990,67.0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
547,HP,Pavilion 15-eg2009TU Laptop,61990,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 11 OS,1
548,HP,Pavilion 14-ec1003AU Laptop,51573,,5th Gen AMD Ryzen 5 5625U ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
549,Acer,Aspire 3 A315-58 Laptop UN.ADDSI.036 Laptop,31500,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows OS,1
551,Acer,Extensa EX215-54 NX.EGJSI.00E Laptop,29000,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",4GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
552,HP,15s-eq2143au Laptop,32990,,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows OS,1
554,Lenovo,Ideapad 15ALC6 82KU017KIN Laptop,36990,,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,15.6,1920,1080,Windows 11 OS,1
555,Apple,MacBook Pro 14 inch MKGQ3HN Laptop,239900,,Apple M1 Pro M1 Pro,10 Cores (8P + 2E),16GB,Unified,1TB,SSD,16-core GPU,14.2,3024,1964,Mac OS,1
556,Apple,MacBook Pro 16 inch MK1A3HN Laptop,309490,60.0,Apple M1 Max M1 Max,10 Cores,32GB,Unified,1TB,SSD,32-core GPU,16.2,3456,2234,Mac OS,1
557,Dell,Inspiron 3511 Laptop,49990,,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10  OS,1
558,Dell,Inspiron 3511 Laptop,40250,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Integrated,15.6,1920,1080,Windows 10 OS,1
559,Lenovo,IdeaPad 3 CB 11IGL05 82BA001PHA Laptop,17500,,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,LPDDR4,,,Intel Integrated,11.6,1366,768,Chrome OS,1
560,Asus,VivoBook F571LH-BQ435T Gaming Laptop,59990,72.0,10th Gen Intel Core i7 10870H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 10 OS,1
561,Dell,Inspiron 3511 Laptop,57990,65.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,1TB,Hard-Disk,2GB NVIDIA GeForce MX350,15.6,1920,1080,Windows 10 OS,1
562,Realme,Book Slim Laptop,36999,,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8GB,LPDDR4x,256GB,SSD,Intel UHD Graphics,14,1440,2160,Windows 10 OS,1
563,Xiaomi,RedmiBook Pro 15 Laptop,53990,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,3200,2000,Windows 10  OS,1
564,Xiaomi,RedmiBook Pro 14 Laptop,48990,62.0,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,2560,1600,Windows 10  OS,1
565,Vaio,SE14 NP14V3IN033P Laptop,39990,,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 10 OS,2
566,HP,15s-GR0012AU Laptop,37290,61.0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,AMD Radeon Vega 6,15.6,1920,1080,Windows 10 OS,1
568,Microsoft,Surface Laptop 3 1873,60390,,3rd Gen AMD Ryzen 5  3580U,"Quad Core, 8 Threads",8GB,DDR4,128GB,SSD,AMD Radeon Vega 9,15,2496,1664,Windows 10 OS,1
569,Huawei,MateBook D15 Laptop,54999,65.0,3rd Gen AMD Ryzen 5 3500U ,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,2GB NVIDIA GeForce MX250,15.6,1920,1080,Windows 10 OS,1
570,HP,EliteBook 840 G6,90464,,8th Gen Intel Core i5 8265U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Integrated UHD Graphics 620,14,1920,1080,Windows 10 OS,3
571,Acer,Swift SF514-52T NX.GTMSI.025 Laptop,54490,61.0,8th Gen Intel Core i5 8250U,"Quad Core, 8 Threads",8GB,DDR3,512GB,SSD,Intel Integrated UHD 620,14,1920,1080,Windows 10 OS,1
572,Apple,MacBook Pro 2018 13-inch Touch Bar Laptop,199900,,Intel,Quad Core,8GB,DDR3,512GB,SSD,Intel Iris Plus Graphics 655,13.3,1600,2560,Mac High Sierra OS,1
573,Dell,Precision 3470 Laptop,113000,,12th Gen Intel Core i5 1250P,"12 Cores (4P + 8E), 16 Threads",32GB,,512GB,SSD,4GB NVIDIA T550 ,14,1920,1080,Windows 10 OS,0
574,Dell,Latitude 13 5320 2 in 1 Laptop,89999,62.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,13.3,1920,1080,Windows 10  OS,1
575,Dell,Latitude 9430 Laptop,260000,62.0,12th Gen Intel Core i7 1265U,"10 Cores (2P + 8E), 12 Threads",32GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.1,2560,1600,Windows OS,1
576,Acer,Aspire Lite 15 AL15-51 2023  Laptop,45999,64.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
577,Lenovo,Thinkpad P16s 21BTS0DG00 Laptop,106990,69.0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,1TB,SSD,Intel UHD Graphics,16,1920,1200,Windows 11 OS,3
578,Lenovo,ThinkPad X1 Carbon 21HMS00000 Laptop,221990,64.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,1
579,Avita,Liber AM15A2INT56F Laptop,41249,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,,512GB,SSD,Intel Integrated Graphics,15.6,1920,1080,Windows 11 OS,1
580,Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,146990,86.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5,2TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti,16,2560,1600,Windows 11 OS,1
582,Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,52990,62.0,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11  OS,1
583,Acer,Swift 3 SF314-512 NX.K0FSI.002 Laptop,59990,,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14,2560,1440,Windows 11 OS,1
584,Dell,Inspiron 15 3511 Laptop,52990,,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,1920,1080,Windows 11  OS,1
585,Samsung,Galaxy Book2 15 Laptop,64490,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1
586,Samsung,Galaxy Book2 Laptop,78990,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR4x,512GB,SSD,4GB Intel Arc A350M Graphics,15.6,1920,1080,Windows 11 OS,1
587,Samsung,Galaxy Book2 15 Laptop,59900,,12th Gen Intel Core i5 1235U ,"10 Cores, 12 Threads",8GB,LPDDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
588,HP,Pavilion 14-EC1019AU Laptop,55990,,5th Gen AMD Ryzen 5  5625U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
589,Lenovo,V15-IGL 82C3A008IH Laptop,19990,,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,DOS OS,1
590,Realme,Book Prime Laptop,47990,63.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16GB,LPDDR4X,512GB,SSD,Intel Iris Xe Graphics,14,2160,1440,Windows 11 OS,1
593,Samsung,Galaxy Book2 Pro 360 13 Laptop,112990,72.0,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,1
594,Samsung,Galaxy Book2 Pro 13 Laptop,101990,67.0,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,1
595,Samsung,Galaxy Book2 Pro 360 13 Laptop,102990,71.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,1
596,Asus,Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop,33499,,Intel Pentium Silver  N6000,"Quad Core, 4 Threads",4GB,LPDDR4X,128GB,Hard-Disk,Intel UHD Graphics,13.3,1920,1080,Windows 11 OS,1
597,HP,15s-eq2143au Laptop,33999,,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows OS,1
599,Apple,MacBook Pro 16 inch MK183HN Laptop,215994,,Apple M1 Pro M1 Pro,10 Cores,16GB,Unified,512GB,SSD,16-core GPU,16.2,3456,2234,Mac OS,1
600,Apple,MacBook Pro 14 inch MKGQ3HN Laptop,215994,,Apple M1 Pro M1 Pro,10 Cores (8P + 2E),16GB,Unified,1TB,SSD,16-core GPU,14.2,3024,1964,Mac OS,1
601,Asus,VivoBook X509FA-BR301T Laptop,26500,,10th Gen Intel Core i3 10110U ,"Dual Core, 4 Threads",4GB,DDR4,1TB,Hard-Disk,Intel UHD Graphics,15.6,1920,1080,Windows 10 OS,1
603,Xiaomi,Mi Notebook Pro X 15 Laptop,79990,65.0,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,15.6,2160,3456,Windows 10  OS,1
604,Dell,Inspiron 5518 Laptop,68000,70.0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,1
605,Lenovo,IdeaPad 3 15ITL6 82H8014BIN Laptop,47925,60.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 10 OS,1
606,Xiaomi,RedmiBook Pro 15 Laptop,59990,70.0,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,3200,2000,Windows 10  OS,1
609,Dell,Latitude 3410 Laptop,67800,,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel HD,14,1366,768,Ubuntu OS,1
610,Microsoft,Surface Laptop 3 1873,60490,,3rd Gen AMD Ryzen 5  3580U,"Quad Core, 8 Threads",8GB,DDR4,128GB,SSD,AMD Radeon Vega 9,15,2496,1664,Windows 10 OS,1
611,Apple,MacBook Air 2020 Laptop,72999,,10th Gen Intel Core i3,"Quad Core, 8 Threads",8GB,LPDDR4X,256GB,SSD,Intel Iris Plus,13.3,2560,1600,Mac 10.15.3	 OS,0
612,Apple,MacBook Air 2020 Laptop,109999,,10th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,LPDDR4X,512GB,SSD,Intel Iris Plus,13.3,2560,1600,Mac 10.15.3	 OS,0
